MAIN_ARTIST,EXPLICIT,ID,NAME,POPULARITY,DANCEABILITY,ENERGY,LOUDNESS,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,DURATION_MS,GENRES,LYRICS
Branches,false,6mEeutpoC30B6yALroRlFW,I Believe in a Thing Called Love,1,0.605,0.596,-6.65,0.029,0.139,0.000554,0.101,0.119,126.066,184000,"indiecoustica,stomp and holler","[Verse 1] Can't explain all the feelings that you're making me feel My heart's in overdrive and you're behind the steering wheel  [Pre-Chorus] Touching you, touching me Touching you, oh, you're touching me  [Chorus] I believe in a thing called love Just listen to the rhythm of my heart There's a chance we could make it now We'll be rocking 'til the sun goes down I believe in a thing called love, ooh  [Verse 2] I wanna kiss you every minute, every hour, every day You got me in a spin but everythin' is A-OK!  [Pre-Chorus] Touching you, touching me Touching you, oh, you're touching me  [Chorus] I believe in a thing called love Just listen to the rhythm of my heart There's a chance we could make it now We'll be rocking 'til the sun goes down I believe in a thing called love, ooh  [Pre-Chorus] Touching you, touching me Touching you, oh, you're touching me  [Chorus] I believe in a thing called love Just listen to the rhythm of my heart There's a chance we could make it now We'll be rocking 'til the sun goes down I believe in a thing called love, ooh I believe in a thing called love Just listen to the rhythm of my heart There's a chance we could make it now We'll be rocking 'til the sun goes down I believe in a thing called love, ooh"
Carolina Chocolate Drops,false,4Cfn1AAAAUJC9cI4AwGAld,Hit 'Em up Style,46,0.577,0.806,-6.521,0.0661,0.778,0,0.371,0.893,95.49,236600,"appalachian folk,banjo,bluegrass,indie folk,jug band,modern old-time,new americana,north carolina roots,old-time,progressive bluegrass","[Verse 1: Rhiannon Giddens] While he was scheming I was beamin' in his beamer, just beamin' Can't believe that I caught my man cheatin' So I found another way to make him pay for it all So I went to Neiman-Marcus on a shopping spree And on the way I grabbed Soley and Mia And as the cash box rang, I threw everything away  [Chorus: Rhiannon Giddens] Hey ladies, when your man wanna get buck wild Just go back and hit 'em up style Get your hands on his cash And spend it to the last dime for all the hard times When you go then, everything goes From the crib to the ride and the clothes So you better let him know that If he messed up, you gotta hit 'em up  [Post-Chorus: Rhiannon Giddens] There goes the dreams we used to say There goes the times we went away There goes the love I had, but you cheated on me And that's worth that now There goes the house, we made a home There goes you'll never leave me alone There goes the lies you told This is what you owe  [Verse 2: Rhiannon Giddens] While he was braggin' I was coming down the hill, just draggin' All his pictures and his clothes in my bag and Threw everything out till there was just nothin' left And I paid all the bills about a month too late It's a shame we have to play these games The love we had just fades away, fades away  [Chorus: Rhiannon Giddens] Hey ladies, when your man wanna get buck wild Just go back and hit 'em up style Get your hands on his cash And spend it to the last dime for all the hard times When you go, then everything goes From the crib to the ride and the clothes So you better let him know that If he messed up, you gotta hit 'em up  Hey ladies, when your man wanna get buck wild Just go back and hit 'em up style Get your hands on his cash And spend it to the last dime for all the hard times When you go then, everything goes From the crib to the ride and the clothes So you better let him know that If he messed up, you gotta hit 'em up"
The Wind and The Wave,false,5hOaRdlUqUSZ5nv8kQx1DF,Don't You (Forget About Me),45,0.622,0.953,-4.409,0.0387,0.00324,0.0295,0.367,0.666,119.978,249587,"folk-pop,new americana","Not gonna worry 'bout it here I left my troubles all behind You know I don't where we're going If you ask me, just wanna get the car and drive  You know baby, I'm down for anything You don't have to ask me twice You know when that fever takes a hold on you Everything, it just feels right  Not gonna worry 'bout it, dear Lord knows that shit can hold you down I'm gonna let my bleeding heart take over And let the wind blow me around  You know baby, I'm down for anything You don't have to ask me twice You know when that fever takes a hold on you Everything, it just feels right  Baby, let's get high and fall asleep under the stars Watch the fire burn until there's nothing left but sparks 'Cause home is anywhere we are Home is anywhere we are  Ain't gonna worry 'bout it no, no You know I left my troubles all behind  You know, I'm down for anything You don't have to ask me twice You know when that fever takes a hold on you Everything, it just feels right  You know, I'm down for anything You don't have to ask me twice You know when that fever takes a hold on you Everything, it just feels right"
Pickin' On Series,false,7jHpuHfI0bhd4gYiz7jVL0,I Bet My Life,35,0.655,0.469,-7.51,0.0332,0.68,0,0.232,0.547,108.103,196747,progressive bluegrass,"Here we go...  [Hook] They say that one little lie turns into another, then you go and cheat By the time you know it, you are wrapped up in a whole bunch of seaweed You shoulda listened to your mama, and listened to your daddy, when they tried to speak And tell you that there's just too many fishes in the sea  [Repeat 8X] No, no, no, no, no, no, no, no  [Verse 1: Kon Artis] Now this thing here, it may cause concern, but It's just a little story bout a shark eatin worms It's, not a riddle, but subliminally catches on How one little lie can turn into a bigger one When I was a young, guppy in the sea You could see all the bigger fish pickin on me Cause they knew I didn't really have the guard or bullet And the other sharks that have teeth sharper than me I'm a never-endin story about a shark this big The load of kids that got an act for fizz So sit back, kick back with a bag of chips While I tell you bout something stupid I did...  [Hook] They say that one little lie turns into another, then you go and cheat By the time you know it, you are wrapped up in a whole bunch of seaweed You shoulda listened to your mama, and listened to your daddy, when they tried to speak And tell you that there's just too many fishes in the sea  [Verse 2: Proof] I'm off to work but I'm late (hey) but what can I say? (hey) I'm cool with the boss and then of course it's a payday We reachin the weekend and I'll be treatin my baby Typical day, dude's in the way - but hey wait! Shark's in the water, gotta duck in the corner 'til I'm caught, I'mma talk and I walk where I wanna Hittin the seaweed, sippin this green tea Big fish in this small world, they'll all believe me For knocking a shark off, protecting my city They all grab my CD and now I'm a popular rock star Like it or not though I'm a marvelous artist Working my hardest and becoming a starfish  [Verse 3: Kuniva] Now what am I to do? The boss is on my back I gotta follow his orders when sharks attack It's a dangerous scene, but I'm a Rasta man Cross me and my brother, it will cost ya, man And this little pipsqueak is gettin' on my nerves So my tentacles should give him just what he deserves So you better swim fast cause I'm after ya And go and hide inside the mouth of a clam or somethin' Cause I'm out and about - I'm bad news, a henchman A jellyfish with an attitude, so listen Swim for your life cause I'm on your tail So frightenin I scare a snail out of its shell  [Hook] They say that one little lie turns into another, then you go and cheat By the time you know it, you are wrapped up in a whole bunch of seaweed You shoulda listened to your mama, and listened to your daddy, when they tried to speak And tell you that there's just too many fishes in the sea  [Verse 4: Swift] I love this liquid, I'm silly when I'm in it and I bet (This water we're standin in is wet) Duh! What do you expect from me? I'm a platinum Jack Dempsey, trying to get a fee And everybody know that I'm the G of the sea I just knocked this shark off - the dude tried to eat me I guess he didn't like me, it might be because I'm a Pisces They always try to take me lightly So why the trouble? I just wanna hustle And multiply bubbles and pump my muscles I don't want to make a mistake Cause these fishermen will set you up, and I ain't fallin for the bait  (Daddy - what are we gonna do with a fish with a tattoo? We're gonna eat him. What do you think?)  [Verse 5: Bizarre] I'm a lionfish with dreams of makin it big House in the ocean, three ugly kids And why everybody keep on pickin on me? I'm the sexiest, prettiest fish in the sea Heck no, I ain't nobody dish Cause I'm in love with Angie - the beautiful angelfish {*kissing sound*} Give me a kiss baby I'm running from the white shark, you tryin to make me crazy  [Hook] They say that one little lie turns into another, then you go and cheat By the time you know it, you are wrapped up in a whole bunch of seaweed You shoulda listened to your mama, and listened to your daddy, when they tried to speak And tell you that there's just too many fishes in the sea  [Repeat 8X] No, no, no, no, no, no, no, no"
Mountain Faith,false,4TdQmsHwJQbCaVSen5W9Zv,Counting Stars,0,0.675,0.303,-12.501,0.0922,0.755,0.0000265,0.201,0.541,138.193,96960,north carolina roots,"[Verse 1] Lately, I've been, I've been praying hard Said, no more counting dollars We'll be counting stars, yeah, we'll be counting stars   [Verse 2] I see this life like a swinging vine Swing my heart across the line And my face is flashing signs Seek it out and you shall find  [Verse 3] Old, but I'm not that old Young, but I'm not that bold I don't think the world is sold I'm just doing what we're told I feel something so right I couldn't lie...  [Verse 4] Lately, I've been, I've been losing sleep Dreaming about that things we could be But, baby, I've been, I've been praying hard Said, no more counting dollars We'll be counting stars We'll be counting stars  [Chorus] Take that money Watch it burn Sink in the river The lessons are learnt [Chorus] Take that money Watch it burn Sing in the river The lessons are learnt [Chorus] Take that money Watch it burn Sink in the river The lessons are learnt"
The DeLorean Sisters,false,5vqMxpcsEzarRT1RSNM52X,Don't You Want Me,33,0.67,0.695,-5.689,0.0285,0.612,0,0.17,0.766,127.775,182360,,"[Intro] No smoking in the house There's no smoking in the house So would you please put it out?  [Verse] I'm a animal nobody knows about like a lemur That might wild the fuck out and kick you in the femur Your girl said she a dreamer I told her the closest she gon' get to that rock 'n' roll fame is this Cleveland steamer Urban Dictionary that Your bitch is very fat On this dick is where she at And to think you thought she was a church girl Well she just gave her hotel information to my merch girl Comfort Inn, room 703 Old school, no card, just a regular key Most of America ain't checking for me 'Cause even my dumb shit is too much for 'em intellectually So I'm, unappreciated like a bass solo K Solo, or a porn star's face photo Get out of Kansas and visit some other states, Toto Start following Drake's motto or stay so-so I was rhyming on the track Way back when your mother's hymen was intact Yo you probably shouldn't rap 'cause your words are wack You need to find yourself a Cyrano de Bergerac Or maybe you need to give up You repeatedly suck You in the league of a duck You a measly schmuck If you was speedily struck by a GMC truck I wouldn't give one flying sixteenth of a fuck, nada As far as new rappers I don't like none of 'em I could single-handedly dismantle every one of 'em I make fun of 'em and give zero fucks I hate whoever you like, I think your heroes suck I send 'em a old-fashioned ""fuck you"" like middle fingers Thrown up by little old ladies with brittle fingers Deadly like them little stingers on top of a scorpion Or being at an appointment with Dr. Kevorkian I make the best polka player drop his accordion I make the best poker player stop with the tournaments And switch to nickel slots at the Orleans You wanna fuck with me you best cop a DeLorean And go back in time and find the first time my young mind was inclined to rhyme And feed it cyanide And I know this a rhyme not a diatribe But you are inscribed on the list of people I am not inspired by I rap considerably well So if you're considered hot then consider me hell I've been cracked for awhile like the Liberty Bell You're a story of regret people bitterly tell You done nothing cool You're a fucking fool You're an example of the failure of the American public school Yo, I will whoop your small fry ass And then I'll mount you on my mantle like a walleye bass But honestly I want peace, like Gandhi's dream But when I see these wack rappers I get oddly mean If I see 'em on my screen, I'll probably scream It makes me want to turn the game to a zombie scene Leg sweep 'em til they topple like a Ponzi scheme I mix the old and the new, I'm a Fonzie meme I'm a dubstep version of the Cosby theme An iPhone 6 case that's Bing Crosby themed A cross between Nas and Gene Krupa My team super You's an oompa loompa Whose sweeter than a Chupa Chup bruh Know what you should do bruh? Go to Islamabad Stand in the promenade and scream ""Muhammad's not a god"" Aww Aren't you cute? Kneeling in the desert in that orange jumpsuit I'll probably see you next when we're in hell I'll be selling portable fans Holler if you need an extra Duracell 'Cause I'ma sell those too I'll be the reason hell's hot and that hell froze too Give a fuck who you know or who the hell knows you You got the type of face people put elbows through With no strings attached like a velcro shoe Or how Run DMC wore the shell-toed shoe When I rap I take you back to when it felt so new With loads of hot goo I will pelt yo boo It goes, shot, shot, shot Like Mario Lemieux Middle of the nipple and the areola too Prepare to roll a few when my album leak And make like a falcon beak atop a mountain peak that chirps how Alvin speaks My voice projects, in an old school way Like overheads And goes over heads Well of course over your head's where my lyricism's going When your head level's so low it appears that you're limboing Never tip-toeing I'm a book that's ripped open The lettering is blotchy with burn holes from smoking You say no regrets I say you must be joking I squandered a lot so now I ponder a lot, like That opportunity, could've surely paid off Could've been big in the biz like Irving Azoff Get away with more loot than Bernie Madoff Dolphin face plates I'd be eating birthday cake off But I ain't tryna let them guys in suits Walk all over me like Thai masseuses Hollywood is full of rich, fat, old dudes Pointing at their trophy wives like ""I met that bitch at Whole Foods"" They say things like ""let's be in touch"" And get nothing but the finger like when lesbians touch I don't walk around town as a pedestrian much I don't place value on trophies thespians clutch Not a bat of the eyes at the academy prize The hype's horse shit The flattery's lies So if your mic's cordless I hope your battery dies It's that type of performance I badly despise Tell a critic write a song Tell a blogger to perform it live They'd have better luck playing Frogger on the 405 You don't stand on any ground on which to base judgments Or stand underground as if you judge basements Your list make these rappers conceited High up in the ranks when they should be unseated They overrated like french fries at In-N-Out Or some other shit that I don't give a fucking shit about You bloody marks are all snark I can see you sippin' Cutty Sark in a golf cart So meet me at the hipster bar and have a pickle back shot I fucked your sister in her car back when Nickelback was hot Back when me and Herbs would just kick it at the spot With a 40 ounce of Mickies and a nickel sack of pot But it's different now In certain kinds of ways Except that we still be blurting lines for days And stepping out of that purple kind of haze Only thing changed is the phrase ""no smoking in the house""  [Outro - Wax & Herbal T] No smoking in the house (x5) Please put it out, please put it out Y'all little like Ford Fiats Every track we drop are Basquiats, you biotch You little like Ford Fiats The tracks we drop are Basquiats, you biotch We tall like pogo and Pau Gasol Y'all bring beef like it's Fogo de Chão involved  [Herbal T] 2015! Wax and Herbal T! We in this bitch!  [Hook] When we was little we was standing in the middle of the court and off we took Pledge allegiance to the funk in every region where the left hand's on the book We stick together like bird's of a feather 'cause we are family And ain't a damn thing changed except for one new policy  [Bridge] There's no smoking in the house (No smoking in the house) - x1 No smoking in the house (No smoking in the house) - x3 No Smoking in the house  [Interlude] You gotta respect the children The seeds of the funk trees Let them decide for themselves what kind of poisonous nonsense they wanna put in they lungs As for myself I be smoking moonrocks And I'm high as a motherfucker Wax and Herbal T guide me through this absurd thing called life And I am thankful for the funketh they giveth Let's do this baby  [Hook] When we was little we was standing in the middle Of the court and off we took (we gotta take off) Pledge Allegiance to the funk in every region where The left hand's on the book (left hand's on the book, yeah) We stick together like bird's of a feather Cause we are family (family) And ain't a damn thing changed Except for just one new policy  There's no smoking in the house  [Outro Verse] Because now there's children there I just wanna pay my debts off without a bill to spare Whether I'm a tax attorney of a giant billionaire Or I practice taxidermy and my client killed a bear I just don't have the will to care And I always say I'll wait till tomorrow like I'm Silverchair ""Change, change, change"" my mind repeats Sounding like a scratched vinyl record of an old Obama speech One last record made, I'll quit the touring life Then I'll go and get domesticated with a boring wife People saying ""His career really took off when he stopped Rapping and entered that chili cook-off"" He really took the golf nasty with a pitching wedge Plus get some out the deep sand à la a fishing dredge The game ends and the fun fades As I tell my lame friends about my son's grades But one day it's back to the bottle Fall off the wagon, horsepower, full throttle 'Cause living with sobriety's excruciating pain And the thing I desire's a hallucinating brain I'll even get a tribal doctor to vouch Ayahuasca on the couch next to Oscar the Grouch Enough Molly to probably convert my posture to slouch I'll sit tight, shit right in a colostomy pouch Senior citizen livin' off moonshine and pizza Hookers at noontime, mainline Levitra And when I finally develop emphysema I'll buy a shotgun for permanent anesthesia It won't matter, I'm an organ donor Hunched over in the corner when the coroner comes over And sees me covered in blood like a maniac's bib After treating a baby like a baby back rib As he looks around at my insanely wack crib And it looks like a place where someone who smoked crack lived He sees writings on the wall looking like mad libs Nonsensical, rhymes parenthetical, ad-libs And he sees the whole scene in flashes His mind rehashes, brain fragment smashes And blood splashes The coffee table glass crashes But he ain't gonna see no ashes No smoking in the house  [Outro Hook] Don't even waste my time I ain't the patient kind You must be out your mind Telling me them fucking lies"
The Beef Seeds,false,3tcmqEQe8CUmktxtlZPow5,Dark Horse,0,0.777,0.799,-3.998,0.0438,0.725,0,0.111,0.898,120.001,262001,,"I knew you were You were gonna come to me And here you are But you better choose carefully Cause I I'm capable of anything Of anything And everything  Make me your Aphrodite Make me your one and only But don't make me your enemy Your enemy Your enemy  So you wanna play with magic? Boy, you should know what you're falling for Baby, do you dare to do this? Cause I'm coming at you like a dark horse  Are you ready for Ready for A perfect storm Perfect storm Cause once you're mine Once you're mine There's no going back  Mark my words This love will make you levitate Like a bird Like a bird without a cage We're down to earth If you choose to walk away Don't walk away  It's in the palm of your hand now, baby It's a yes or a no No maybe So just be sure Before you give it up to me Up to me Give it up to me  So you wanna play with magic? Boy you should know what you're falling for Baby do you dare to do this Cause I'm coming at you like a dark horse  Are you ready for Ready for A perfect storm Perfect storm Cause once you're mine Once you're mine There's no going back  She's a beast I call her Karma She eat your heart out Like Jeffrey Dahlmer Be careful Try not to lead her on Shawtys heart was on steroids Cause her love was so strong You may fall in love When you meet her If you get the chance you better keep her She swears by it but if you break her heart She turn cold as a freezer That fairy tale ending with a knight in shining armor She can be my sleeping beauty I'm gonna put her in a coma Woo! Damn I think I love her Shawty, so bad I'm sprung and I don't care She got me like a roller coaster Turn the bedroom into a fair Her love is like a drug I was trying hit it and quit it But lil mama so dope I messed around and got addicted  So you wanna play with magic? Boy, you should know what you're falling for Baby, do you dare to do this? Cause I'm coming at you like a dark horse  Are you ready for Ready for A perfect storm Perfect storm Cause once you're mine Once you're mine There's no going back"
Jamie Kent,false,3E4miyUPbCkdMoPGnJaPmv,...Baby One More Time,32,0.681,0.587,-5.419,0.0316,0.369,0.00000104,0.11,0.759,98.669,205095,,"[Verse 1] Two bit philosopher with pointless proclamations on his t-shirt Holding it together through a futuristic world That can't be much worse What did you say? What did you do? What did you lose? You know that love ain't gonna make itself Sleep through the day, nothing to prove, how do you choose? With all the colours taken off the shelf  [Pre-Chorus} I ain't gonna mind read, mind read Cut me I will still bleed, still bleed Cause when you've burned through the lies All the jokes, all the rhymes No one's gonna stop you from falling  [Chorus] Thought I'd do it anyway, cause there's nothing left for us to say Thought I'd do it anyway, cause there's nothing left for us to say I know I shouldn't, but I did it anyway Cause there's nothing left for us to say Thought I'd do it anyway, cause there's nothing left for us to say  [Verse 2] Always remember that the terrorists of time, well they ain't friendly All those decisions baby, their empty sound rings so profoundly Summers they ache, summers they break, summers they waste Your empty body of the bitter tears You've run around, chasing a sound, you've never found That kept you going through the leaner years  [Pre-Chorus] Patience ain't a virtue, virtue Dreamers can't hurt you, hurt you Cause if you live through it all May as well lose it all Nothing's gonna stop you from falling  [Chorus] Thought I'd do it anyway, cause there's nothing left for us to say Thought I'd do it anyway, cause there's nothing left for us to say (wooaah yeaah) I'm gonna tell you one more time yeah ooh I'm gonna tell you one more time (yeeeah)  [Chorus/Outro] Thought I'd do it anyway, cause there's nothing left for us to say Thought I'd do it anyway, cause there's nothing left for us to say Thought I'd do it anyway, cause there's nothing left for us to say I know I shouldn't - but I did it anyway Cause there's nothing left for us to say"
Sam Amidon,false,5yGs5BtZC9uN1VW0lKfgwz,Walking on Sunshine,40,0.598,0.39,-11.798,0.028,0.952,0.0513,0.112,0.765,107.018,187724,"chamber folk,chamber pop,freak folk,indie folk,stomp and holler,vermont indie","I used to think maybe you loved me Now baby I'm sure And I just can't wait till the day when you knock on my door Now ev'ry time I go to the mailbox Got to hold myself down 'Cause I just can't wait Till you write me you're coming around  I'm walking on sunshine, oh Walking on sunshine, oh Walking on sunshine, oh And don't it feel good  I used to think maybe you loved me Now I know that it's true And I don't want to spend my whole life just a waiting for you Now I don't want you back for the weekend Not back for a day, oh no, no Cuz baby I just want you back and I want you to stay I'm walking on sunshine, oh Walking on sunshine, oh Walking on sunshine, oh Now don't it feel good?  I feel alive I feel loved I feel loved, it's real  I'm walking on sunshine, oh Walking on sunshine, oh Walking on sunshine, oh Now don't it feel good?  Walking on sunshine"
Molly Tuttle,false,0YZWUkELGlFigAxGLMnfj8,Fake Empire,42,0.342,0.442,-15.961,0.0375,0.608,0.206,0.192,0.384,93.126,205050,"new americana,progressive bluegrass","Stay out super late tonight picking apples, making pies Put a little something in our lemonade and take it with us We're half awake in a fake empire We're half awake in a fake empire  Tiptoe through our shiny city with our diamond slippers on Do our gay ballet on ice, bluebirds on our shoulders We're half awake in a fake empire We're half awake in a fake empire  Turn the light out, say goodnight, no thinking for a little while Let's not try and figure out everything at once Stars keeping track of you falling through the sky We're half awake in a fake empire We're half awake in a fake empire"
Love Canon,false,4XRQgH9uA2hNcphAjSoPUs,Africa,36,0.629,0.676,-7.201,0.0308,0.686,0.0000534,0.334,0.671,97.96,243533,neo-traditional bluegrass,"INTRO [OGB] Haha Manjizo you are so....original Originali ! Can i talk to you?  VERSE 1 [OGB + Dali] Excuse mi miss mek mi chat to you// Mi see ukuwala ngati wawawa// Ndipo ukapeleka nambala i swear ndikuyimbiladi n'mamawa// Where you going ? Tayima kaye// Hold on ma don’t be inna hurry// Finna give you bag ah attention// Did I mention// I’ll hold you like detention palibenso// Nkazi inetu sine nyamata// OG Africa bambata// Usamakhale wa matama// Badman zimawu zake zosasa// Cash inna di jansport tili nazo// Ndikupatsilatu transport ubwelanso// Ndatitu don’t be shy// Believe me I’m your guy yeah//  HOOK [Dali] Lover lover lover time// Roll di tree sip Alto wine// I got money on my mind// I won't waste yours don't waste mine// Don't waste my time//  VIBES [OGB] Move your waist  BRIDGE [Dali] Sicker Dan them don’t phwеx this// Ndimabwela ndi love cannabis // Tabanda this// Taona dis // Tafila dis// Bag ah vibes yеah, bag ah vibes dis//  OUTRO [OGB]"
Mustered Courage,false,3k3rsujAAKrvCXcyCzFtsU,Kiss From A Rose,0,0.542,0.526,-7.651,0.0267,0.726,0.0000047,0.269,0.671,102.959,156917,australian indie folk,"[VERSE 1] I’m trying to muster up the courage to speak to you Even after all that we’ve gone through I can’t get to the point to tell you that I love you Who knew that those three words can’t be said to you? Te amo, ik hou van je, je t’aime beaucoup! Simple things I wanna do Governments, that’s who! A book is their excuse Something I’m not I’m turning into I don’t know what the fuck I should do! But I won’t give up and so shouldn’t you This is our life, no one can take this from us Hate is nothing, love’s more precious The world will change I promise Light will always shine in darkness I’ll make it happen Sculpt a better Earth for everyone It’ll be better than anyone can imagine No one will ever feel abandoned No one will ever be forgotten Change will come for the present Just keep your head high and embrace that you are different Still here, not goin’ away, not for a second Fuck the ignorant government, the threat is imminent The time has finally come for us to do something important   [VERSE 2] So long, I’ve thought of you, throughout the day Never once thought what to say Forgot to pray I can’t stay, today, but ay Everything will be okay Listen to me on replay My love for you will remain! Love is love, forget the hate We know we’re not great There ain’t no need to be afraid Together we will fight through, there ain’t no other escape We all make mistakes Break through the chains Fuck the pain and disgrace Just hold me and embrace Cuz, I’m here to stay Our love cannot be contained Our love will forever sustain It is worth all that pain It’s worth all the strain I’m going insane For you Our time will be framed It’s you Who keeps me restrained I know it’s too late I can no longer wait I love you, it keeps me awake You remained the same While everybody else changed Going up against The world With our heads raised You can’t be replaced I miss your lips Miss your heart when you exhaled Keeps my breath inhaled Your name on my heart, engraved Cupid’s arrow impaled [VERSE 3] Just think of life as a gift Stop hate and start loving it Just try to be more positive This ain’t a rope leading down to the great abyss I won’t let the law stop me and my man from a kiss Fuck it, imma take him to the street Hold his hand And show him what a real man can be An act of love in front of the world People unfurl acts of hate and chant “It’s what they deserve.” If only they put this much effort into something that mattered The world would be a better place and free from this curse 49 fallen soldiers but my heart continues to Pulse Hate is a small rock thrown in a pond, it ripples We all equal, fuck the labels! Who I am is not illegal We are all unique but not evil We just wanna be treated like we’re normal Is that too much to ask for? When was the last time it was you against the people? I’m one of those individuals A rapper, part of the people Until you realise who I am A bisexual"
Mountain Faith,false,5J0Fpi2pyDBsRmEYTpxAHD,22,0,0.759,0.357,-12.313,0.0446,0.748,0,0.0796,0.89,120.958,87453,north carolina roots,"Aug  22, 2015  The Spirit Within  I love you And for your trouble, I cried a tear It became a river rushing As I prayed  And then I heard...  I love you Knows no boundaries Heals all pains Transcends time  I love you Knows no gender No race divide Or culture to overcome  I love you Forever and always Lessons all around... surrounding All a teacher so wise  I love you Perfect balance at last Know this within now Peace is a promised eternity  I love you No matter sexual preference No matter religion skewed No matter the matters above  I love you Together we triumph Never again alone Powerfully forgiving all  I love you Accepting change Evolving in spite of myself Always rising above  I love you Always lifting upwards A soul that wants to only smile This we so do share  I love you Let it resonate Pray to your understanding Which I promise to respect  I love you Never forget Manifest anything with prayer Together more powerful  I love you A mountain moves Faith shifts forward from Origin Even from the size of just a mustard seed  I love you I reside within Always on tap and by your side Complimenting positivity  And I was reassured all would be just fine  So remember please my friends  I love you Each as sacred as another I love you forever and for always Together we carve a future rich to only share"
Pickin' On Series,false,2RJA3aJLOKR1Q7xBQKDmy4,Shake It Off,34,0.644,0.667,-6.216,0.0536,0.743,0.00305,0.256,0.937,159.951,230920,progressive bluegrass,"I think i'll go home and mull this over Before i cram it down my throat At long last it's crashed, its colossal mass Has broken up into bits in my moat.Lift the mattress off the floor Walk the cramps off Go meander in the cold Hail to your dark skin Hiding the fact you're dead again Undeneath the power lines seeking shade Far above our heads are the icy heights that contain all reasonIt's a luscious mix of words and tricks That let us bet when you know we should fold On rocks i dreamt of where we'd stepped And of the whole mess of roads we're now on.Hold your glass up, hold it in Never betray the way you've always known it is One day i'll be wondering how I got so old just wondering how I never got cold wearing nothing in the snow.This is way beyond my remote concern Of being condescendingAll these squawking birds won't quit Building nothing, laying bricks"
The Cleverlys,false,777LkVsyeIirHbJUjm2JHf,Low,0,0.704,0.671,-5.589,0.0294,0.422,0.00000105,0.0985,0.716,127.035,254853,,"[Verse 1: Student 1] You guessed it, drunk with energy I be so kilo, trunk is ten of me That tendency to be that tedious and terrible tear up a team Ass nigga noggin wallowing if you be enemy Get in the tomb im the doom stan dummy Declare your so called big boom clan crummy Just can it, im on that fuck everything shit Staying so ludicrous you think your luck heavy? bring it! I bet it's belligerently low, the flow i stitch together Be so cold, passers-by will be passing the robitussin Round as i astound, standing in some shitty vans Shutting traps, gutting wraps, and ripping yo pretty plans UP Off an upper, often a persistence Of pushing people with poor pertinence out my  perimeter Mister Lu your limiter, know that me losing is loco Im lowkey a god I don't remember where my limits were Uh, killing spree on ya team Tomb the terribly bad, I been trippy as a dream Trip on a cigarette like loosie with the lucy I be lu see what you will it will not be what it seem I am not an exception, I'm a hotter inception Letting the inferno extend to the middle and end I bend my back but it's not needed to beat you The petite of the potatoes i cook you up and i eat you Like the middle of your missus, my dinner plate You snooze then you lose, im the sly winner mate Say hello to hell, like thy sinner fate As I go jump and hide in her while you hide in her hate So hideously abysmal, a bozo, get busy boozing Im a bison made of iron you won't live up to a musing Of mine, y'all are minor men, can't go and devour danger Damn y'all are grounded, whats a plant to a power ranger? The correct answer? Part of the ground Parted to bits and in the scenery decorating the warzone Warning, more torn, many more mourning If your wish is war I score while im scorning  [Hook 2X: Student 1] Bored I'm bored You should catch up cause I'm not even trying I'm bored  [Verse 2: Student 1] Plot hot shot calling baby any spot My thoughts go over heads like projectors in your school Injector of the cool and the tool for distraction Be my affluence of affable, no fool in my faction They be after Mr. Afework, what the team will never be Cleverly stay ahead and wait for foes to sever me Every day they try to do it again But failure is their forte, they should be through with the pen But uhhhh I want to live a life inserting money grubber hands In the flubber lands, rhythm racking in some rubber bands Ribbons and a first place, tie worst case Serenade a sea of people at a rehearsed pace Space head quick to catapult a peso Para mota, munchies and a spanish word or 2 All the adversaries that randomly vanish burden Lu Body you before your start and then I banish your debut Shut down any professor don't tell me what I can't do Your degrees are paper, don't need one to understand you I just need a mental and a pencil and papyrus And I'll dilate any iris while you're tripping off what Ann drew So you're not even listening Maybe you should LISTEN more Til you hear saliva smack when I speak Like I'm black and I'm geek, I'm for sure gonna stun em' Hoines drop it like Coines, E pluribus unum And now the whole pack stay gone Scribble it in crayon Get the floor to shake yelling hoodies up for Trayvon I'm A1 Unreal Unidentifiable I move and keep my head down, and keep my fucking brain on I came to get my doe, I Hunt the game with no lie Dear no fucks what he tucks with a bowtie So why continue!? best you don't begin to When a line of mine is TWICE the energy sitting within YOU 1 day I'll get to 3, forward imma do me 5 times better than a bar mister Lu free Frequently be sick soooo I should be up in heaven But nah, I'm too lucky homie call me 7 My tyranny be tumorous, oh my is ity malignant Imagine my reality detaching from the figment Label still an ignoramus soon as I get ignant You can blame it on the clique, or the pigment Imma call it being bored"
